STA,lon,lat
488,-79.35550001,43.76982193
489,-79.52255726,43.71224232
490,-79.51131489,43.70864634
491,-79.42344437,43.64610537
492,-79.54084566,43.69413595
493,-79.50624787,43.63968561
494,-79.25667079,43.73110033
495,-79.2288328,43.73652823
496,-79.42804485,43.69633631
497,-79.54226766,43.60963277
498,-79.33594081,43.66988514
499,-79.35657137,43.80065174
500,-79.33368353,43.78449559
501,-79.26214811,43.74310118
502,-79.35208993,43.80932609
503,-79.59015703,43.7248242
504,-79.36467202,43.80741124
505,-79.20025472,43.75341878
506,-79.49014382,43.67017645
507,-79.48747935,43.73778669
508,-79.34573215,43.80748891
509,-79.20229336,43.7424791
510,-79.34818041,43.77933664
511,-79.4745707,43.761955
512,-79.34892963,43.80828956
513,-79.36766839,43.80117132
514,-79.22308721,43.77016743
515,-79.33690449,43.79218785
516,-79.26199207,43.71475676
517,-79.22861048,43.77512037
518,-79.18670594,43.77077704
519,-79.42539826,43.73568604
520,-79.40042903,43.73921119
521,-79.43384586,43.74024402
522,-79.42934206,43.72099449
523,-79.30816287,43.70506444
524,-79.383318,43.75255028
525,-79.33382546,43.76653307
526,-79.34965261,43.80842459
527,-79.53116111,43.59561024
528,-79.35261177,43.80762669
529,-79.40222273,43.77836763
530,-79.21363191,43.75873552
531,-79.34863875,43.80872218
532,-79.37482211,43.64837338
533,-79.39725313,43.77945372
534,-79.26135586,43.71306892
535,-79.16666391,43.76743988
536,-79.21358436,43.74046455
537,-79.26140345,43.76826944
538,-79.54389796,43.74647343
539,-79.45256849,43.70061381
540,-79.41695701,43.74589769
541,-79.59504509,43.73102018
542,-79.32824834,43.78613455
543,-79.22876658,43.75267258
544,-79.42442083,43.74371001
545,-79.54981094,43.70111047
546,-79.54149473,43.60737061
547,-79.43203288,43.69726514
548,-79.43362353,43.74300231
549,-79.22994752,43.73411851
550,-79.24640354,43.73180062
551,-79.3642821,43.64569732
552,-79.38915677,43.75034161
553,-79.58537798,43.64753823
554,-79.56787456,43.67213101
555,-79.53616521,43.6670788
556,-79.23388942,43.73324761
557,-79.32431045,43.75672747
558,-79.50927051,43.75855962
559,-79.31799545,43.72588575
560,-79.44935006,43.6389796
561,-79.33849001,43.75843032
562,-79.39716465,43.75750989
563,-79.43476106,43.6475878
564,-79.36831275,43.69988478
565,-79.22929936,43.7261045
566,-79.57830461,43.65638112
567,-79.39581841,43.79381118
568,-79.30051045,43.73643866
569,-79.32034538,43.77580029
570,-79.56665443,43.71151796
571,-79.26099175,43.70943462
572,-79.43999125,43.72318226
573,-79.28446722,43.68567686
574,-79.37716039,43.72550096
575,-79.36787499,43.76409516
576,-79.53615242,43.71823423
577,-79.28090989,43.76099082
578,-79.37838857,43.76036861
579,-79.22524952,43.76407597
580,-79.52612108,43.65393578
581,-79.26908934,43.73902536
582,-79.54959822,43.64739109
583,-79.24176311,43.72472396
584,-79.33747224,43.78928359
585,-79.54281278,43.61057491
586,-79.21219648,43.77513469
587,-79.4511308,43.66881742
588,-79.50539675,43.6290348
589,-79.42731481,43.65916153
590,-79.51514576,43.63488384
591,-79.3597833,43.79308964
592,-79.54197289,43.66965315
593,-79.44414358,43.74342883
594,-79.36617265,43.70708664
595,-79.53565854,43.77241229
596,-79.57259603,43.73320137
597,-79.35588322,43.78544458
598,-79.30500379,43.73055319
599,-79.49069253,43.63520207
600,-79.46233282,43.76168504
601,-79.30514523,43.73089907
602,-79.43082899,43.73008037
603,-79.37451182,43.64991681
604,-79.53870494,43.65810333
605,-79.44862775,43.76410684
606,-79.27573205,43.71377317
607,-79.3728173,43.69465554
608,-79.39955039,43.77741097
609,-79.32527573,43.75970661
610,-79.49133216,43.63506362
611,-79.37396917,43.79972032
612,-79.58307652,43.72181249
613,-79.40570764,43.76706842
614,-79.52680622,43.69589005
615,-79.27100352,43.69332197
616,-79.31341742,43.7638665
617,-79.49762758,43.70363002
618,-79.57564723,43.64699704
619,-79.55774255,43.72166048
620,-79.33040199,43.76373694
621,-79.37951493,43.76694219
622,-79.61981094,43.74637649
623,-79.36635133,43.65003525
624,-79.56862399,43.73890686
625,-79.62574708,43.74731774
626,-79.53150434,43.596383
627,-79.53913832,43.74434349
628,-79.60266666,43.74881227
629,-79.31182456,43.80373647
630,-79.16786596,43.77040033
631,-79.39772908,43.76883851
632,-79.35009974,43.75334428
633,-79.5569382,43.6613066
634,-79.36164153,43.70873395
635,-79.18235659,43.75439941
636,-79.22261631,43.74434977
637,-79.15099151,43.77502936
638,-79.55109401,43.72322049
639,-79.30340531,43.74677585
640,-79.30915542,43.7593496
641,-79.31078239,43.76060033
642,-79.4119689,43.73840918
643,-79.27914548,43.68218744
644,-79.55461701,43.68782522
645,-79.44100253,43.63982859
646,-79.51514815,43.63488961
647,-79.5208613,43.76436342
648,-79.53197199,43.60654431
649,-79.52524565,43.76047221
650,-79.52369771,43.70907567
651,-79.45202931,43.78555627
652,-79.54164404,43.7005541
653,-79.24558435,43.73892352
654,-79.49275794,43.73507121
655,-79.41253209,43.69293985
656,-79.4847426,43.62492069
657,-79.34551158,43.76085295
658,-79.56086064,43.71996558
659,-79.52184285,43.64403224
660,-79.25822402,43.73202673
661,-79.38709616,43.7966655
662,-79.56389676,43.63606681
663,-79.38991032,43.70851401
664,-79.55208966,43.61501504
665,-79.26372471,43.79929524
666,-79.55049713,43.63025891
667,-79.38095501,43.66694679
668,-79.55481331,43.73505153
669,-79.56895219,43.71892894
670,-79.56818106,43.74833201
671,-79.37733786,43.64924266
672,-79.36878273,43.78332301
673,-79.37704437,43.65002757
674,-79.2804221,43.8043822
675,-79.30577981,43.78484577
676,-79.21434871,43.77374008
677,-79.24991064,43.78448578
678,-79.35819262,43.76877327
679,-79.38269836,43.75992204
680,-79.38023662,43.67469354
681,-79.35977964,43.68661224
682,-79.55942357,43.62415866
683,-79.17324092,43.76340472
684,-79.55051607,43.7264459
685,-79.41521724,43.71692168
686,-79.4880824,43.64410028
687,-79.34455812,43.64877758
688,-79.37729449,43.65372985
689,-79.38069489,43.63990445
690,-79.15158445,43.77558228
691,-79.5679234,43.65848834
692,-79.53777458,43.61853997
693,-79.55239579,43.69049838
694,-79.28113573,43.75596087
695,-79.21640621,43.77273762
696,-79.1384551,43.78174902
697,-79.55657612,43.67280081
698,-79.42529139,43.66729845
699,-79.24056203,43.72191572
700,-79.38477631,43.66970299
701,-79.30235208,43.79921101
702,-79.42952599,43.7426343
703,-79.28145469,43.72125416
704,-79.46059478,43.73316068
705,-79.55207912,43.72413369
706,-79.47776312,43.65463646
707,-79.54903895,43.67962567
708,-79.37580702,43.79401784
709,-79.17971118,43.75552255
710,-79.43262093,43.7908841
711,-79.56574823,43.63429599
712,-79.5463717,43.76934645
713,-79.2168161,43.76029591
714,-79.433332,43.66129583
715,-79.31009345,43.73928903
716,-79.21777626,43.80212135
717,-79.24994023,43.78447967
718,-79.50282026,43.71531088
719,-79.22690452,43.79713856
720,-79.51292586,43.64802518
721,-79.25316731,43.78769249
722,-79.33784043,43.75709342
723,-79.31773701,43.76110835
724,-79.17331187,43.76357087
725,-79.57718747,43.75944343
726,-79.26408668,43.76422945
727,-79.50175138,43.60403027
728,-79.600602,43.69830321
729,-79.60060446,43.69830672
730,-79.50268528,43.71649992
731,-79.29582139,43.79777275
732,-79.58341563,43.72756978
733,-79.49708655,43.76005058
734,-79.42325007,43.7222755
735,-79.40542086,43.73161497
736,-79.13665687,43.78806345
737,-79.35690074,43.78498584
738,-79.50610482,43.71378277
739,-79.39110781,43.74135609
740,-79.528948,43.71290427
741,-79.28473157,43.79694274
742,-79.44292294,43.71561427
743,-79.21865033,43.78705005
744,-79.49974964,43.74034968
745,-79.38764774,43.8027568
746,-79.35571145,43.79261256
747,-79.53075755,43.69332273
748,-79.60763705,43.70059922
749,-79.22508869,43.79925766
750,-79.50406812,43.7159345
751,-79.26277003,43.7860289
752,-79.38464843,43.66497113
753,-79.55110888,43.72321692
754,-79.45708377,43.75385983
755,-79.36461234,43.74441589
756,-79.24729699,43.71748081
757,-79.53129384,43.7684576
758,-79.45361045,43.64547319
759,-79.39635791,43.80311167
760,-79.22129159,43.78901888
761,-79.40391664,43.76573861
762,-79.54555027,43.76781136
763,-79.28495971,43.76393473
764,-79.52738237,43.70828898
765,-79.51063835,43.68043744
766,-79.35502288,43.79977916
767,-79.53212506,43.69059728
768,-79.51484332,43.67523999
769,-79.48607439,43.74019819
770,-79.47906779,43.78250105
771,-79.51074373,43.73487459
772,-79.33074704,43.76040295
773,-79.54736724,43.68410562
774,-79.29218122,43.71781049
775,-79.49276255,43.72064299
776,-79.47822719,43.72955216
777,-79.39121915,43.79477248
778,-79.46569932,43.70831574
779,-79.27248892,43.799195
780,-79.34699659,43.66275046
781,-79.39360119,43.79427596
782,-79.37053955,43.77315982
783,-79.34589783,43.7289797
784,-79.58973052,43.74790405
785,-79.49305106,43.71358262
786,-79.54234153,43.66989844
787,-79.45871638,43.77067068
788,-79.54176253,43.65676852
789,-79.3898516,43.75472562
790,-79.5722244,43.62959747
791,-79.36499061,43.79787568
792,-79.46867737,43.72153028
793,-79.39314438,43.70915352
794,-79.23769831,43.75640577
795,-79.37702743,43.76392228
796,-79.27582542,43.71115806
797,-79.48910488,43.73626703
798,-79.37730722,43.72546355
799,-79.24905286,43.78771657
800,-79.3435216,43.80505536
801,-79.43626345,43.73074495
802,-79.51078407,43.64927476
803,-79.32624477,43.78188106
804,-79.45115496,43.77937008
805,-79.37656671,43.76886699
806,-79.53978852,43.76963451
807,-79.5423711,43.62137334
808,-79.47173658,43.76958107
809,-79.36180521,43.78958662
810,-79.28350708,43.80272618
811,-79.41575551,43.74165994
812,-79.56590185,43.72500447
813,-79.45840766,43.7513403
814,-79.53990086,43.76990711
815,-79.34748572,43.75161472
816,-79.22018081,43.73827353
817,-79.46408864,43.73461167
818,-79.54800499,43.60033488
819,-79.38999307,43.80037932
820,-79.32783685,43.79158227
821,-79.45829132,43.72358565
822,-79.35362927,43.80057683
823,-79.29709301,43.79190791
824,-79.32806761,43.78574908
825,-79.37413826,43.69566819
826,-79.36117369,43.74444536
827,-79.27115085,43.80001163
828,-79.50449082,43.71584037
829,-79.17170763,43.77040699
830,-79.39558254,43.65818324
831,-79.58086943,43.72066337
832,-79.43568646,43.73809812
833,-79.43242512,43.73893849
834,-79.56484119,43.72010035
835,-79.3016067,43.74054014
836,-79.26012895,43.71845143
837,-79.31237759,43.8057051
838,-79.50592211,43.64161035
839,-79.32054355,43.74094686
840,-79.46772415,43.71586419
841,-79.39785554,43.69956283
842,-79.56541611,43.72129371
843,-79.39117689,43.64347649
844,-79.52062666,43.74421523
845,-79.43496219,43.72535994
846,-79.22422085,43.79802351
847,-79.39859802,43.64869276
848,-79.34231435,43.73274804
849,-79.36440818,43.70570038
850,-79.28498941,43.7540712
851,-79.37297063,43.74337819
852,-79.52230662,43.59362104
853,-79.57724112,43.73991712
854,-79.52400577,43.65954721
855,-79.31212099,43.80614914
856,-79.52594076,43.76072807
857,-79.39348839,43.65309924
858,-79.42360637,43.76790998
859,-79.39909114,43.78877076
860,-79.44268174,43.70643148
861,-79.53471364,43.76838341
862,-79.50097523,43.60980511
863,-79.42826855,43.73505308
864,-79.5955125,43.74491174
865,-79.36064126,43.77488547
866,-79.43497459,43.73171341
867,-79.54838596,43.72100121
868,-79.31219875,43.80474159
869,-79.54920839,43.71900438
870,-79.26052258,43.7186863
871,-79.38453319,43.66494504
872,-79.30131753,43.67358714
873,-79.37316445,43.79541248
874,-79.48654801,43.67761505
875,-79.30030845,43.71880698
876,-79.57381947,43.74062132
877,-79.23178754,43.77694773
878,-79.53753178,43.68732254
879,-79.41050938,43.66355428
880,-79.43286486,43.65255572
881,-79.5215646,43.60707922
882,-79.39391528,43.77349084
883,-79.55084098,43.72328097
884,-79.34122258,43.80363129
885,-79.52225981,43.64484158
886,-79.2967556,43.66742315
887,-79.4653959,43.73574461
888,-79.3395055,43.81062861
889,-79.25093972,43.73072741
890,-79.35594361,43.78558466
891,-79.33199372,43.68039134
892,-79.38054144,43.72450322
893,-79.33773144,43.66251104
894,-79.55905203,43.71540173
895,-79.45442118,43.74885457
896,-79.44267939,43.70642556
897,-79.54736751,43.60124676
898,-79.38349903,43.74511338
899,-79.33684266,43.78942438
900,-79.56213086,43.76697127
901,-79.31423489,43.8043918
902,-79.42926344,43.7092578
903,-79.39486467,43.79083688
904,-79.14064707,43.78879753
905,-79.42439914,43.69324431
906,-79.3809848,43.6398517
907,-79.5215731,43.59189046
908,-79.26471493,43.78843199
909,-79.28493406,43.7900968
910,-79.53210301,43.59017311
911,-79.14587609,43.78420781
912,-79.14004152,43.7842825
913,-79.44203174,43.65601376
914,-79.58982418,43.70398553
915,-79.27119136,43.79910313
916,-79.55588619,43.73792426
917,-79.55529811,43.64389109
918,-79.49841966,43.6058859
919,-79.53283609,43.58958358
920,-79.37421112,43.68638031
921,-79.4882998,43.62739711
922,-79.55077873,43.63156969
923,-79.54925459,43.59808866
924,-79.37629328,43.64590004
925,-79.2579645,43.7394409
926,-79.52210729,43.59506119
927,-79.42446216,43.72384911
928,-79.2887585,43.74886686
929,-79.48161782,43.69813634
930,-79.40115446,43.7385371
931,-79.37061039,43.74343749
