"Station Name","TORONTO"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158350"
"WMO Identifier","71266"
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2009-01-01","2009","01","01","†","","","","","","","","","","","0.0","","0.0","","0.0","","7","","","","",""
"2009-01-02","2009","01","02","†","","","","","","","","","","","0.0","","3.4","","1.9","","6","","","","",""
"2009-01-03","2009","01","03","†","","","","","","","","","","","0.0","","0.0","","0.0","","8","","","","",""
"2009-01-04","2009","01","04","†","","","","","","","","","","","0.0","T","0.0","","0.0","T","8","","","","",""
"2009-01-05","2009","01","05","†","","","","","","","","","","","0.0","","0.0","","0.0","","6","","","","",""
"2009-01-06","2009","01","06","†","","","","","","","","","","","0.0","","5.8","","7.6","","5","","","","",""
"2009-01-07","2009","01","07","†","","","","","","","","","","","7.0","","4.8","","19.6","","9","","","","",""
"2009-01-08","2009","01","08","†","","","","","","","","","","","0.0","","0.0","","0.0","","12","","","","",""
"2009-01-09","2009","01","09","†","","","","","","","","","","","0.0","","0.0","","0.0","","12","","","","",""
"2009-01-10","2009","01","10","†","","","","","","","","","","","0.0","","4.6","","8.0","","11","","","","",""
"2009-01-11","2009","01","11","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","17","","","","",""
"2009-01-12","2009","01","12","†","","","","","","","","","","","0.0","","0.8","","1.2","","17","","","","",""
"2009-01-13","2009","01","13","†","","","","","","","","","","","0.0","","0.4","","3.0","","17","","","","",""
"2009-01-14","2009","01","14","†","","","","","","","","","","","0.0","","0.4","","0.4","","18","","","","",""
"2009-01-15","2009","01","15","†","","","","","","","","","","","0.0","","0.0","T","0.0","T","18","","","","",""
"2009-01-16","2009","01","16","†","","","","","","","","","","","0.0","","0.0","","0.0","","18","","","","",""
"2009-01-17","2009","01","17","†","","","","","","","","","","","0.0","","10.2","","6.6","","17","","","","",""
"2009-01-18","2009","01","18","†","","","","","","","","","","","0.0","","3.4","","1.8","","27","","","","",""
