"Station Name","TORONTO"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158350"
"WMO Identifier","71266"
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2017-01-01","2017","01","01","†","","","","","","","","","","","0.0","","0.0","","0.0","","7","","","","",""
"2017-01-02","2017","01","02","†","","","","","","","","","","","1.4","","0.0","","1.4","","6","","","","",""
"2017-01-03","2017","01","03","†","","","","","","","","","","","10.2","","0.0","","10.2","","5","","","","",""
"2017-01-04","2017","01","04","†","","","","","","","","","","","0.0","T","0.0","T","0.0","T","3","","","","",""
"2017-01-05","2017","01","05","†","","","","","","","","","","","0.0","","0.0","T","0.0","","1","","","","",""
"2017-01-06","2017","01","06","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"2017-01-07","2017","01","07","†","","","","","","","","","","","0.0","","0.0","T","0.0","","0","T","","","",""
"2017-01-08","2017","01","08","†","","","","","","","","","","","0.0","","0.0","T","0.0","","0","","","","",""
"2017-01-09","2017","01","09","†","","","","","","","","","","","0.0","","3.0","","1.8","","0","","","","",""
"2017-01-10","2017","01","10","†","","","","","","","","","","","16.3","","1.0","","17.3","","3","","","","",""
"2017-01-11","2017","01","11","†","","","","","","","","","","","17.8","","0.0","","17.8","","0","","","","",""
"2017-01-12","2017","01","12","†","","","","","","","","","","","1.4","","0.0","","1.4","","0","","","","",""
"2017-01-13","2017","01","13","†","","","","","","","","","","","0.0","","0.0","T","0.0","","0","T","","","",""
"2017-01-14","2017","01","14","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"2017-01-15","2017","01","15","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"2017-01-16","2017","01","16","†","","","","","","","","","","","3.4","","0.0","","3.4","","0","T","","","",""
"2017-01-17","2017","01","17","†","","","","","","","","","","","7.2","","0.0","","7.2","","0","T","","","",""
"2017-01-18","2017","01","18","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"2017-01-19","2017","01","19","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2017-01-20","2017","01","20","†","","","","","","","","","","","0.2","","0.0","","0.2","","0","","","","",""
"2017-01-21","2017","01","21","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2017-01-22","2017","01","22","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2017-01-23","2017","01","23","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2017-01-24","2017","01","24","†","","","","","","","","","","","0.6","","0.0","","0.6","","0","","","","",""
"2017-01-25","2017","01","25","†","","","","","","","","","","","2.2","","0.0","","2.2","","0","","","","",""
"2017-01-26","2017","01","26","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2017-01-27","2017","01","27","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2017-01-28","2017","01","28","†","","","","","","","","","","","0.0","","0.6","","0.6","","0","","","","",""
"2017-01-29","2017","01","29","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"2017-01-30","2017","01","30","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2017-01-31","2017","01","31","†","","","","","","","","","","","0.0","","0.0","T","0.4","","0","","","","",""
"2017-02-01","2017","02","01","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"2017-02-02","2017","02","02","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"2017-02-03","2017","02","03","†","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
