"Station Name","TORONTO"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158350"
"WMO Identifier","71266"
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2001-01-01","2001","01","01","","-6.8","","-11.6","","-9.2","","27.2","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"2001-01-02","2001","01","02","","-3.5","","-15.8","","-9.7","","27.7","","0.0","","0.0","","0.0","T","0.0","T","31","","","","",""
"2001-01-03","2001","01","03","","-2.8","","-7.6","","-5.2","","23.2","","0.0","","0.0","","0.4","","0.4","","29","","","","",""
"2001-01-04","2001","01","04","","-0.5","","-5.6","","-3.1","","21.1","","0.0","","0.0","","4.8","","4.8","","29","","","","",""
"2001-01-05","2001","01","05","","2.4","","-3.1","","-0.4","","18.4","","0.0","","0.0","","2.0","","1.8","","34","","","","",""
"2001-01-06","2001","01","06","","-0.7","","-6.1","","-3.4","","21.4","","0.0","","0.0","","0.4","","0.2","","33","","","","",""
"2001-01-07","2001","01","07","","0.8","","-3.1","","-1.2","","19.2","","0.0","","0.0","","1.0","","0.6","","33","","","","",""
"2001-01-08","2001","01","08","","-4.1","","-6.1","","-5.1","","23.1","","0.0","","0.0","","0.0","T","0.0","T","33","","","","",""
"2001-01-09","2001","01","09","","0.9","","-14.2","","-6.7","","24.7","","0.0","","0.0","","1.6","","1.2","","32","","","","",""
"2001-01-10","2001","01","10","","0.3","","-4.1","","-1.9","","19.9","","0.0","","0.0","T","0.0","T","0.0","T","31","","","","",""
"2001-01-11","2001","01","11","","5.1","","-0.9","","2.1","","15.9","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"2001-01-12","2001","01","12","","1.4","","-3.6","","-1.1","","19.1","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"2001-01-13","2001","01","13","","2.4","","-2.5","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2001-01-14","2001","01","14","","2.3","","0.9","","1.6","","16.4","","0.0","","0.8","","0.0","","0.8","","22","","","","",""
"2001-01-15","2001","01","15","","3.1","","0.7","","1.9","","16.1","","0.0","","1.4","","0.0","","1.4","","21","","","","",""
"2001-01-16","2001","01","16","","3.7","","2.3","","3.0","","15.0","","0.0","","0.0","T","0.0","T","0.0","T","20","","","","",""
"2001-01-17","2001","01","17","","-0.1","","-2.7","","-1.4","","19.4","","0.0","","0.0","","0.0","T","0.0","T","17","","","","",""
"2001-01-18","2001","01","18","","2.4","","-4.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"2001-01-19","2001","01","19","","1.2","","-2.9","","-0.9","","18.9","","0.0","","0.0","T","0.0","T","0.0","T","16","","","","",""
"2001-01-20","2001","01","20","","-6.0","","-14.6","","-10.3","","28.3","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"2001-01-21","2001","01","21","","-1.1","","-9.4","","-5.3","","23.3","","0.0","","0.0","","0.0","T","0.0","T","15","","","","",""
"2001-01-22","2001","01","22","","-0.2","","-4.1","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"2001-01-23","2001","01","23","","2.0","","-2.1","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"2001-01-24","2001","01","24","","2.8","","-0.6","","1.1","","16.9","","0.0","","0.0","","0.0","T","0.0","T","13","","","","",""
"2001-01-25","2001","01","25","","-2.6","","-10.0","","-6.3","","24.3","","0.0","","0.0","","0.0","T","0.0","T","12","","","","",""
"2001-01-26","2001","01","26","","0.6","","-6.5","","-3.0","","21.0","","0.0","","0.0","","4.8","","3.0","","12","","","","",""
"2001-01-27","2001","01","27","","-0.5","","-1.5","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","T","15","","","","",""
"2001-01-28","2001","01","28","","-0.5","","-5.0","","-2.8","","20.8","","0.0","","0.0","","0.0","T","0.0","T","14","","","","",""
"2001-01-29","2001","01","29","","2.0","","-4.2","","-1.1","","19.1","","0.0","","5.6","","0.0","","5.6","","14","","","","",""
"2001-01-30","2001","01","30","","2.6","","0.6","","1.6","","16.4","","0.0","","11.2","","0.0","T","11.2","","11","","","","",""
"2001-01-31","2001","01","31","","3.9","","1.5","","2.7","","15.3","","0.0","","1.4","","0.2","","1.6","","9","","","","",""
"2001-02-01","2001","02","01","","3.7","","-1.0","","1.4","","16.6","","0.0","","0.0","","2.0","","2.0","","8","","","","",""
"2001-02-02","2001","02","02","","0.4","","-5.9","","-2.8","","20.8","","0.0","","0.0","","0.6","","0.6","","10","","","","",""
"2001-02-03","2001","02","03","","-1.5","","-11.9","","-6.7","","24.7","","0.0","","0.0","","0.4","","0.4","","10","","","","",""
"2001-02-04","2001","02","04","","3.0","","-5.4","","-1.2","","19.2","","0.0","","1.6","","0.4","","2.0","","10","","","","",""
"2001-02-05","2001","02","05","","2.8","","0.9","","1.9","","16.1","","0.0","","0.0","T","0.0","T","0.0","T","8","","","","",""
"2001-02-06","2001","02","06","","2.4","","0.5","","1.5","","16.5","","0.0","","0.0","","0.8","","0.8","","7","","","","",""
"2001-02-07","2001","02","07","","3.3","","-0.6","","1.4","","16.6","","0.0","","0.0","","11.2","","11.2","","7","","","","",""
"2001-02-08","2001","02","08","","4.0","","-1.1","","1.5","","16.5","","0.0","","26.0","","13.4","","39.4","","18","","","","",""
"2001-02-09","2001","02","09","","8.7","","0.4","","4.6","","13.4","","0.0","","13.2","","0.0","","13.2","","23","","","","",""
"2001-02-10","2001","02","10","","-2.9","","-5.9","","-4.4","","22.4","","0.0","","0.0","","0.0","T","0.0","T","15","","","","",""
"2001-02-11","2001","02","11","","-5.2","","-12.6","","-8.9","","26.9","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"2001-02-12","2001","02","12","","0.5","","-10.1","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"2001-02-13","2001","02","13","","3.5","","-2.0","","0.8","","17.2","","0.0","","0.4","","0.0","","0.4","","15","","","","",""
"2001-02-14","2001","02","14","","2.6","","1.3","","2.0","","16.0","","0.0","","4.2","","4.6","","8.8","","13","","","","",""
"2001-02-15","2001","02","15","","-2.5","","-6.0","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"2001-02-16","2001","02","16","","1.2","","-4.1","","-1.5","","19.5","","0.0","","0.0","","0.2","","0.2","","13","","","","",""
"2001-02-17","2001","02","17","","-5.8","","-8.2","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","13","","","","",""
"2001-02-18","2001","02","18","","-1.9","","-8.8","","-5.4","","23.4","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"2001-02-19","2001","02","19","","4.7","","-4.3","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"2001-02-20","2001","02","20","","5.5","","3.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","11","","","","",""
"2001-02-21","2001","02","21","","-7.2","","-8.7","","-8.0","","26.0","","0.0","","0.0","","0.0","T","0.0","T","11","","","","",""
"2001-02-22","2001","02","22","","-2.5","","-9.5","","-6.0","","24.0","","0.0","","0.0","","1.2","","1.2","","11","","","","",""
"2001-02-23","2001","02","23","","0.1","","-5.4","","-2.7","","20.7","","0.0","","0.0","","0.6","","0.6","","12","","","","",""
"2001-02-24","2001","02","24","","1.8","","-7.1","","-2.7","","20.7","","0.0","","21.8","","1.6","","23.4","","12","","","","",""
"2001-02-25","2001","02","25","","13.6","","-2.1","","5.8","","12.2","","0.0","","0.2","","0.0","","0.2","","10","","","","",""
"2001-02-26","2001","02","26","","2.4","","-1.0","","0.7","","17.3","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2001-02-27","2001","02","27","","0.3","","-2.6","","-1.2","","19.2","","0.0","","0.0","","0.6","","0.6","","3","","","","",""
"2001-02-28","2001","02","28","","-2.4","","-7.8","","-5.1","","23.1","","0.0","","0.0","","0.0","T","0.0","T","3","","","","",""
"2001-03-01","2001","03","01","","-0.4","","-5.7","","-3.1","","21.1","","0.0","","0.0","","3.2","","2.6","","2","","","","",""
"2001-03-02","2001","03","02","","0.8","","-6.1","","-2.7","","20.7","","0.0","","0.0","T","2.6","","1.8","","5","","","","",""
"2001-03-03","2001","03","03","","-0.8","","-3.6","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2001-03-04","2001","03","04","","-0.6","","-3.5","","-2.1","","20.1","","0.0","","0.0","","4.2","","5.2","","6","","","","",""
"2001-03-05","2001","03","05","","-0.6","","-3.9","","-2.3","","20.3","","0.0","","0.0","","22.0","","12.4","","10","","","","",""
"2001-03-06","2001","03","06","","1.1","","-4.7","","-1.8","","19.8","","0.0","","0.0","","0.2","","0.0","T","29","","","","",""
"2001-03-07","2001","03","07","","4.4","","-2.9","","0.8","","17.2","","0.0","","0.0","","0.0","T","0.0","T","23","","","","",""
"2001-03-08","2001","03","08","","3.0","","-0.2","","1.4","","16.6","","0.0","","0.0","","0.0","T","0.0","T","12","","","","",""
"2001-03-09","2001","03","09","","4.2","","-2.3","","1.0","","17.0","","0.0","","0.0","","2.2","","1.2","","11","","","","",""
"2001-03-10","2001","03","10","","2.6","","-3.6","","-0.5","","18.5","","0.0","","2.6","","0.0","T","2.6","","11","","","","",""
"2001-03-11","2001","03","11","","2.6","","-1.4","","0.6","","17.4","","0.0","","0.0","T","0.0","T","0.0","T","8","","","","",""
"2001-03-12","2001","03","12","","2.8","","-7.6","","-2.4","","20.4","","0.0","","5.6","","0.0","T","5.6","","8","","","","",""
