"Station Name","TORONTO"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158350"
"WMO Identifier","71266"
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2003-01-01","2003","01","01","","0.6","","-0.6","","0.0","","18.0","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2003-01-02","2003","01","02","","-0.5","","-9.0","","-4.8","","22.8","","0.0","","0.0","","14.6","","14.6","","0","","","","",""
"2003-01-03","2003","01","03","","0.4","","-6.5","","-3.1","","21.1","","0.0","","0.0","","13.8","","13.8","","12","","","","",""
"2003-01-04","2003","01","04","","-0.8","","-3.2","","-2.0","","20.0","","0.0","","0.0","","0.4","","0.4","","21","","","","",""
"2003-01-05","2003","01","05","","-0.8","","-2.6","","-1.7","","19.7","","0.0","","0.0","","2.0","","2.0","","19","","","","",""
"2003-01-06","2003","01","06","","-0.5","","-4.5","","-2.5","","20.5","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"2003-01-07","2003","01","07","","4.1","","-11.7","","-3.8","","21.8","","0.0","","0.0","","2.2","","2.2","","15","","","","",""
"2003-01-08","2003","01","08","","5.3","","-1.0","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","11","","","","",""
"2003-01-09","2003","01","09","","3.6","","-0.1","","1.8","","16.2","","0.0","","0.0","","7.0","","7.0","","10","","","","",""
"2003-01-10","2003","01","10","","0.1","","-8.7","","-4.3","","22.3","","0.0","","0.0","","0.6","","0.6","","13","","","","",""
"2003-01-11","2003","01","11","","-3.1","","-8.4","","-5.8","","23.8","","0.0","","0.0","","0.0","T","0.0","T","12","","","","",""
"2003-01-12","2003","01","12","","-0.5","","-5.0","","-2.8","","20.8","","0.0","","0.0","","0.0","T","0.0","T","12","","","","",""
"2003-01-13","2003","01","13","","-2.0","","-7.0","","-4.5","","22.5","","0.0","","0.0","","0.4","","0.4","","12","","","","",""
